restaurant_instance,sinaiyah,mansoriah,namar,badiah,malaz,duraihmiyah,al-uraija,arid,dhahrat-al-badiah,khaldiyah,hada,umm-al-hamam-alsharqi,hateen,dhahrat-laban,khashm-al-an,king-abdulaziz-neighborhood,okaz,qadisiayh,saadah,rimal,uraija-al-wusta,al-massani,al-sulaymanaya,al-ulaya,al-rawabi,janadriyah,al-safarat,jabrah,jazirah,imam-mohamed-islamic-university,al-mather-street,ghirnatah,dahiat-namar,manfuhah,manfuhah-al-jadidah,ghubairuh,marqab,al-shomaisi,salhiyah,alawali,new-industrial-area,namudhajiyah,sultanah,al-dhubat,al-nafal,al-morabaa,faiha,al-khaleej,al-rawdah,al-quds,al-waha,rafiah,jarir,king-fahd-neighborhood,sharafiyah,dar-al-baida,umm-al-hamam-algarbi,al-rabwah,mutamarat,safa,rahmaniyah,salah-ad-din,an-nakhil,yamamah,mikal,oud,dereyah,al-yarmok,rabie,al-morsalat,al-falah,ghadir,narjis,al-hazm,east-an-nasim,al-muruj,sahafah,king-saud-university,fakhriyah,ar-rayan,raid,king-khalid-airport,al-marwa,ulaishah,umm-salim,al-wadi,al-ta-awun,al-isdihar,yasmin,al-mughrizat,ad-difa,faruq,munsiyah,al-mahdiyah,nasiriyah,al-iskan,wazarat,al-bariah,alsharq,faisaliyah,suwaidi-al-gharbi,manakh,malqa,qurtubah,salam,qirawan,utaiqah,al-azizyah,mansura,laban,irgah,khuzama,uraija-al-gharbiyah,alnodhem,king-faisal-neighborhood,maizlh,al-nasem,rimayah,tuwaiq,al-suwaidi,al-salli,king-abdllah-neighborhood,badr,al-moqbel-palaces,al-amaaria,al-muzahimiyah,al-butaiha,alqura,al-uyaynah,al-jubaylah,dirab,banban,princes-nora-university,al-haeer,al-mishal,al-amal,uhud,al-zahra,hyt,manar,misfat,nur,ash-shuhada,taybah,thulaim,al-andalus,al-nahda,hamra,ishbiliyah,al-mathar-alshmali,alard,al-muhammadeya,al-nuzhah,al-wurud,ar-rihab,masiaf,nada,al-futha,al-ghnamiah,al-jaradiyah,al-wisham,wusayta,ash-shifa,dirah,siyah,dubiyah,shubra,skirinah,zahrah,aqiq
koshary-khairat,,,,,,,,,10.0,,10.0,10.0,5.0,5.0,,,10.0,10.0,,,10.0,,,,,,,,,10.0,5.0,10.0,10.0,,,,,,,10.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,,10.0,,10.0,5.0,,10.0,,10.0,10.0,10.0,,,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,,10.0,,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,,,,5.0,10.0,,,,,,10.0,,5.0,10.0,,10.0,,10.0,,5.0,10.0,10.0,10.0,,10.0,,,,10.0,10.0,,,,,,,,,,,,10.0,,,,,,10.0,,,,,10.0,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,,,,,,10.0,,,,10.0,,,10.0
shawarma-roma,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
al-tazaj?own_delivery_condition=4000316,,,,,,,,,12.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgerizzr?own_delivery_condition=5800009,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herfy?own_delivery_condition=4700340,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan-burger?own_delivery_condition=4500349,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shawarma-plus?own_delivery_condition=4300023,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,11.0,,,,,,,10.0,10.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,10.0,,,,,,,,,,,,,,,,,,11.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,12.0,11.0,,10.0,,
popeyes,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0
al-karam-al-shami-2,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trojy,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
wahj-al-fateera-al-demashqya,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shawaya-house?own_delivery_condition=5700360,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burgerie?own_delivery_condition=6800361,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shami,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taste-of-dilli-restaurant%20,,,,,,,,,,,15.0,15.0,,,,15.0,,,,,,,15.0,15.0,,,15.0,,,,15.0,,,,,,,,,,,,,,,,,,,,15.0,,,15.0,15.0,,15.0,,15.0,,15.0,15.0,15.0,,,,,,,15.0,,,,,,15.0,,15.0,,,15.0,,,,,,15.0,,,15.0,,,,,,,15.0,,,,,,,,,,,,,,15.0,15.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,15.0,15.0,15.0,,15.0,,,,,,,,,,,,,,
golden-yellow,,,,,,,,,,,5.0,5.0,,,,,,,,,,,5.0,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,5.0,,5.0,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,,5.0,,,,,,,,,,,,,,,,
chicken%20basha,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,5.0,,,5.0,,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
so-sea-food,,,,,,,,,,,5.0,,5.0,,,5.0,,,,,,,5.0,,,,,,,5.0,,5.0,,,,,,,,,,,,,5.0,,,,,,5.0,,,5.0,,,,,,,,5.0,5.0,,,,5.0,,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,,,,,,,,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,5.0,5.0,,5.0,,,,,5.0,5.0,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,,,,,,5.0,,,,,,,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,,,,,,,,,,,,,5.0
dot-sandwich,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toras-damascus-patties,,,,,,,,,,,5.0,,5.0,,5.0,,,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,,5.0,,,,,,,,,,,,,5.0,,5.0,5.0,5.0,5.0,5.0,,,5.0,,,,5.0,,,5.0,,,5.0,,,,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,,,5.0,5.0,5.0,,,,5.0,5.0,5.0,5.0,5.0,,,5.0,,,,,,5.0,,,,5.0,5.0,5.0,,,,,,,5.0,,5.0,5.0,5.0,5.0,,,,5.0,5.0,,,,,,,,,,,5.0,,,,,,,5.0,,,5.0,,,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,,5.0,5.0,,,,,,,,,,,,,5.0
russo-s-new-york-pizzeria,,,,,,,,,,,10.0,10.0,10.0,,,10.0,,,,,,,10.0,10.0,,,10.0,,,,10.0,,,,,,,,,,,,,,10.0,10.0,,,,,10.0,10.0,,10.0,10.0,,10.0,,10.0,,10.0,10.0,10.0,,,,10.0,,10.0,10.0,10.0,10.0,,,,10.0,10.0,10.0,,,10.0,,,,,10.0,10.0,10.0,10.0,10.0,,,,,10.0,,,,,,,,10.0,,,,,,,,10.0,10.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,10.0,10.0,10.0,,10.0,10.0,,,,,,,,,,,,,10.0
non,,,,,,,,,,,5.0,5.0,5.0,5.0,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,5.0,,,5.0,,,5.0,,5.0,,5.0,,5.0,,,,5.0,,5.0,5.0,5.0,5.0,,,,5.0,5.0,5.0,,,5.0,,,,,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,5.0,,,5.0,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,5.0,,,5.0,5.0,,,,,,,,,,,,,5.0
goozy,,,,,,,,,,,5.0,,,5.0,,,,5.0,,5.0,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,,,,,,,,5.0,,,,,,,,,,5.0,,,,,,,,,,,,5.0,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,5.0,5.0,,,,,,5.0,,,,,5.0,,,,,,,,,,,5.0,,,,,,,5.0,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
saudi-corner,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,
burger-county,,,,,,,,,,,20.0,,10.0,,,,,15.0,,20.0,,,,,,,,,,20.0,,7.0,,,,,,,,,,20.0,,,15.0,,,15.0,15.0,15.0,15.0,,,20.0,20.0,,15.0,,,,15.0,20.0,7.0,,,,20.0,7.0,,15.0,15.0,15.0,,,,15.0,15.0,7.0,20.0,,15.0,,,,,15.0,15.0,15.0,,15.0,,,12.0,20.0,20.0,,,,,,,,15.0,12.0,,,,,,,20.0,15.0,,,15.0,,,,,,,,,,,,,,,,,,20.0,,0.0,,,,,,,,7.0,,,,15.0,7.0,7.0,15.0,,15.0,15.0,20.0,,15.0,,,,,,,,,,,,,,15.0
arab-pearl,,,,,,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,5.0,,5.0,,,,5.0,,,,,,,,,5.0,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,5.0
chinwa-restaurant,,,,,,,,,,,15.0,15.0,15.0,15.0,,15.0,,,,,,,15.0,15.0,,,15.0,,,,15.0,,,,,,,,,,,,,,15.0,,,,,,15.0,,,15.0,,,15.0,,15.0,,15.0,15.0,15.0,,,,,,,15.0,,15.0,,,,15.0,,,,,15.0,,,,,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,15.0,15.0,15.0,,15.0,,,,,,,,,,,,,,15.0
montu-hijaz-restaurant,,,,,,,,,,,10.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sultana,,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0
bash-manoush,,,,,,,,,,,10.0,10.0,10.0,10.0,,,,10.0,,10.0,,,10.0,,,,,,,,,10.0,,,,,,,,,,,,,10.0,,,10.0,,,10.0,10.0,,,,,10.0,,,,10.0,10.0,10.0,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,10.0,10.0,10.0,10.0,,10.0,10.0,,,,10.0,10.0,10.0,10.0,,,,10.0,10.0,,,,,,,,,10.0,10.0,,,,,,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,10.0,,,,,,,,,,,,,10.0
tat%20doneer,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eggs-and-flour,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,5.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
popeyes?own_delivery_condition=6100015,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shawaya-house?own_delivery_condition=14900359,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panini?own_delivery_condition=12600359,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,
piatto?own_delivery_condition=4000001,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
wok-to-walk,,,,,,,,,,,,5.0,5.0,,,,,,,5.0,,,5.0,5.0,,,5.0,,,5.0,5.0,5.0,,,,,,,,,,,,,5.0,,,,5.0,,,,,5.0,,,5.0,,,,5.0,,5.0,,,,,5.0,5.0,,5.0,5.0,5.0,,,5.0,5.0,5.0,,,5.0,,,,,5.0,5.0,5.0,5.0,0.0,,,5.0,,,,,,,,,,5.0,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,5.0,,,,,5.0,5.0,5.0,5.0,5.0,,5.0,,5.0,5.0,,,,,,,,,,,,,5.0
lord%20of%20the%20wings%20%20,,,,,,,,,,,,10.0,10.0,,,10.0,,,,,,,10.0,10.0,,,,,,,10.0,10.0,,,,,,,,,,,,,10.0,,,10.0,10.0,10.0,10.0,,,10.0,10.0,,10.0,,10.0,,10.0,10.0,10.0,,,,,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,,,10.0,,,,,,,,,,10.0,10.0,,,,,,,10.0,,,,10.0,,10.0,,,,,10.0,,,,,,,,,,,,,,,,,,10.0,,,10.0,,,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,,,,,,,,,,,,,10.0
al-reef-al-hindi,,,,,,,,,,,,10.0,,,,10.0,,,,,,,10.0,10.0,,,10.0,,,10.0,10.0,10.0,,,,,,,,,,,,,10.0,,,,10.0,10.0,10.0,,,10.0,,,10.0,,,,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,,,,10.0,10.0,10.0,,10.0,10.0,,,,,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,10.0,,,,,,,10.0,,,,,,,,,,,10.0,,,,,,,,,,10.0,,,10.0,,10.0,,10.0,,10.0,10.0,10.0,,10.0,10.0,,,,,,,,,,,,,10.0
burgeronomy,,,,,,,,,,,,10.0,0.0,,,10.0,,10.0,,10.0,,,10.0,10.0,,,,,,10.0,,10.0,,,,,,,,,,,,,10.0,,,10.0,10.0,10.0,10.0,,,10.0,,,10.0,,,,10.0,10.0,0.0,,,,0.0,10.0,10.0,10.0,10.0,10.0,,,,10.0,10.0,10.0,,,10.0,10.1,,,,10.0,10.0,10.0,10.0,10.0,,,10.0,,,,,,,,,,0.0,10.0,,,,,,,,,,,10.0,10.0,,,,,,10.0,,,,,,,,,,,10.0,,,,,,,,,,10.0,,,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,0.0,10.0,10.0,,,,,,,,,,,,,10.0
jarh,,,,,,,,,,,,3.0,,,,,,,,,,,3.0,3.0,,,3.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,3.0,,3.0,,3.0,,3.0,,,,,,,,,,,,,3.0,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,3.0,,,,,,,,,,,,,,,,
iraqi-grill-village-house,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,0.0
zeet-zatir,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
green-apple,,,,,,,,,,,,5.0,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
fairouz-gourmet,,,,,,,,,,,,10.0,7.0,,,,,,,,,,,10.0,,,15.0,,,10.0,,,,,,,,,,,,,,,5.0,,,,,,10.0,,,7.0,,,10.0,,,,7.0,10.0,7.0,,,,10.0,,5.0,7.0,7.0,5.0,10.0,,,5.0,5.0,7.0,,,10.0,,,,,5.0,7.0,7.0,5.0,10.0,,,,,,,,,,,,,7.0,10.0,,10.0,,,,,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,5.0,7.0,7.0,,7.0,7.0,,,,,,,,,,,,,5.0
chunky-chicken,,,,,,,,,,,,10.0,10.0,10.0,,,,5.0,10.0,5.0,,,10.0,10.0,10.0,,,,10.0,10.0,,5.0,,,,,,,,,,,,,10.0,,10.0,5.0,10.0,5.0,10.0,,,10.0,,,10.0,10.0,,,10.0,10.0,10.0,,,,10.0,5.0,10.0,10.0,10.0,10.0,10.0,,5.0,10.0,10.0,,,10.0,10.0,,,,,10.0,10.0,10.0,10.0,10.0,,,5.0,,,,,,,,,,10.0,5.0,10.0,10.0,,,,10.0,10.0,10.0,,,5.0,5.0,5.0,,,,10.0,10.0,,,,,,,5.0,5.0,,10.0,,,,,,10.0,,10.0,,,5.0,,,5.0,5.0,5.0,5.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,10.0
palace-iraqi-grill,,,,,,,,,,,,10.0,10.0,10.0,,,,,,10.0,,,,10.0,,,,,,10.0,,10.0,,,,,,,,,,,,,10.0,,,10.0,10.0,10.0,,,,,,,10.0,,,,,,10.0,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,10.0,10.0,10.0,,,10.0,10.0,,,,10.0,10.0,10.0,10.0,10.0,,,10.0,10.0,,,,,,,,,10.0,10.0,,10.0,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,10.0,,,,,10.0,,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,,,,,,,,,,,,,10.0
marble%20slab%20creamery,,,,,,,,,,,,26.0,,,,26.0,,26.0,,,,,26.0,26.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,26.0,26.0,26.0,26.0,,,26.0,,,26.0,26.0,,26.0,0.0,0.0,26.0,,,,,0.0,26.0,0.0,0.0,0.0,,,,0.0,26.0,0.0,,,0.0,,,,,0.0,26.0,0.0,26.0,26.0,,,26.0,,,,,,,,,,26.0,0.0,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,26.0,,,,,26.0,26.0,,,0.0,26.0,0.0,,0.0,26.0,,,,,,,,,,,,,0.0
fire-wok,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0
chikey-s,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,5.0,,5.0,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,,5.0,,,,,,,,,,,,,,5.0
